TDATN,Allport Odbert source,Norman source,Saucier,G&N 1710,,,,,,,,
tout,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
touted,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
touter,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
toutie,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
touting,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
toving,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
toward,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
towardly,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
towened,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
towering,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
town-goer,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
townish,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
toxic,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
toxiferous,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
toying,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
trachlie,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
trachling,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
tractable,Allport Odbert - Column I,Norman - category 2; form 13,not included,not included,,,,,,,,
trading,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
traditional,Allport Odbert - Column I,Norman - category 1; form 14,not included,included,,,,,,,,
traducent,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
traducing,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
tragic,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
traiking,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
trailing,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
traily,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
trainable,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
traipsing,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
traitorous,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
trammeled,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
trammeling,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
trampish,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
tranquil,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
tranquilized,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
tranquilizing,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
transcendent,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
transcendental,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
transfigured,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
transfuge,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
transgressive,Allport Odbert - Column I,Norman - category 3; form 11,not included,not included,,,,,,,,
transient,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
transitory,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
transmigrant,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
transparent,Allport Odbert - Column III,Norman - category 3; form 12,not included,included,,,,,,,,
transplendent,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
transpontine,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
transported,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
trashed,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
trashy,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
trattler,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
travailing,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
trazzy,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
treacherous,Allport Odbert - Column I,Norman - category 1; form 13,not included,included,,,,,,,,
treasonable,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
treble,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
tregetour,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
trembling,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
trembly,Allport Odbert - Column I,Norman - category 3; form 14,not included,not included,,,,,,,,
tremorless,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
tremulous,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
trenchant,Allport Odbert - Column I,Norman - category 3; form 11,not included,not included,,,,,,,,
trencher-fly,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
trencherman,Allport Odbert - Column I,Norman - category 3; form 12,not included,not included,,,,,,,,
trepid,Allport Odbert - Column II,Norman - category 2; form 13,not included,not included,,,,,,,,
trespassing,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
tribulation,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
trickish,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
tricksome,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
tricksy,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
tricky,Allport Odbert - Column I,Norman - category 3; form 14,not included,included,,,,,,,,
tried,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
trier,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
trifling,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
trig,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
trilling,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
trim,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
tripping,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
triumphant,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
trivial,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
trogger,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
troglodytish,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
Trojan,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
troll,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
trollop,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
trollopish,Allport Odbert - Column III,Norman - category 3; form 11,not included,not included,,,,,,,,
tropical,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
tropist,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
trot,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
trothless,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
troubled,Allport Odbert - Column II,not included,included,not included,,,,,,,,
troublesome,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
troublous,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
trousered,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
trouserless,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
trucebreaker,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
truckling,Allport Odbert - Column II,Norman - category 2; form 12,not included,not included,,,,,,,,
truculent,Allport Odbert - Column I,Norman - category 2; form 13,not included,not included,,,,,,,,
trudging,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
true,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
true-blue,Allport Odbert - Column III,Norman - category 3; form 14,not included,not included,,,,,,,,
true-bred,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
true-hearted,Allport Odbert - Column I,Norman - category 3; form 11,not included,not included,,,,,,,,
truffing,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
trug,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
truish,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
trull,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
trump,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
trumper,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
trumpery,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
trumpet,Allport Odbert - Column IV,not included,not included,not included,,,,,,,,
trumpet-tongued,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
trumpeting,Allport Odbert - Column II,not included,not included,not included,,,,,,,,
trusted,Allport Odbert - Column III,not included,included,not included,,,,,,,,
trustful,Allport Odbert - Column I,Norman - category 1; form 12,not included,included,,,,,,,,
trusting,Allport Odbert - Column II,not included,included,not included,,,,,,,,
trustless,Allport Odbert - Column I,Norman - category 3; form 13,not included,not included,,,,,,,,
trustworthy,Allport Odbert - Column III,Norman - category 1; form 14,not included,included,,,,,,,,
trusty,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
truth-lover,Allport Odbert - Column I,Norman - category 3; form 13,not included,not included,,,,,,,,
truth-telling,Allport Odbert - Column I,not included,not included,not included,,,,,,,,
truthful,Allport Odbert - Column I,Norman - category 1; form 11,not included,included,,,,,,,,
truthless,Allport Odbert - Column I,Norman - category 3; form 12,not included,included,,,,,,,,
trying,Allport Odbert - Column III,not included,not included,not included,,,,,,,,
