TERM,ALmeanFrequency,Orig OrderIn1710List,NormanCategory2800List,Saucier list?,G&N 1710 list?,Allport Odbert source,COCA freq rank,definitions,,,,,,
unadulterous,1.70,1280,Norman - category 3; form 11,nope,yes,Allport Odbert - Column III,NA,one who would not cheat on their spouse.,40,,,,,
unadventurous,3.90,1281,Norman - category 3; form 12,nope,yes,Allport Odbert - Column I,87462,"not willing to take risks or to try out new methods, ideas, or experiences.",74,,,,,
unaffable,1.40,1282,Norman - category 3; form 13,nope,yes,Allport Odbert - Column I,NA,not pleasant to approach or talk to; unfriendly.,61,,,,,
unaffected,2.90,1283,NA,yes,nope,Allport Odbert - Column III,18751,without pretense or affectation; simple; natural; genuine.,58,,,,,
unaffectionate,3.30,1284,Norman - category 1; form 11,nope,yes,Allport Odbert - Column I,NA,won't readily feel or show fondness or tenderness.,48,,,,,
unafraid,NA,NA,dropped,nope,nope,Allport Odbert - Column I,27820,feeling no anxiety or concerns.,27,,,,,
unaggressive,2.60,1285,Norman - category 1; form 12,nope,yes,not included,96835,unlikely to attack or confront.,30,,,,,
unagreeable,2.70,1286,Norman - category 3; form 3,nope,yes,Allport Odbert - Column I,NA,contrary to one's taste or liking; unpleasant; offensive; repugnant.,67,,,,,
unaiding,1.60,1287,Norman - category 3; form 14,nope,yes,Allport Odbert - Column I,NA,unlikely to provide assistance or help.,38,,,,,
unalert,1.80,1288,Norman - category 3; form 11,nope,yes,Allport Odbert - Column I,NA,not alert or aware of surroundings.,34,,,,,
unalterable,1.70,1289,NA,yes,nope,Allport Odbert - Column III,53208,not able to be changed or adapted.,34,,,,,
unambitious,4.10,1290,Norman - category 1; form 13,nope,yes,Allport Odbert - Column I,67278,having or showing no desire or determination to succeed.,56,,,,,
unamiable,1.70,1291,Norman - category 3; form 14,nope,yes,Allport Odbert - Column I,NA,having or displaying a nonfriendly and unpleasant manner.,56,,,,,
unamusable,1.50,1292,Norman - category 3; form 11,nope,yes,Allport Odbert - Column I,NA,unable to be occupied with something pleasant.,46,,,,,
unanalytic,2.00,1293,Norman - category 3; form 12,nope,yes,Allport Odbert - Column I,NA,not skilled in or using logical or procedural reasoning.,70,,,,,
unanchored,1.80,1294,Norman - category 3; form 13,nope,yes,Allport Odbert - Column IV,72066,not easily held down or strong.,31,,,,,
unanimated,2.00,1295,Norman - category 3; form 14,nope,yes,Allport Odbert - Column I,NA,"not full of life or excitement, dull.",36,,,,,
unappreciative,NA,NA,Norman - category 1; form 11,nope,nope,Allport Odbert - Column I,65314,"not fully understanding, recognizing, or valuing something.",59,,,,,
unapproachable,4.60,1296,Norman - category 1; form 12,nope,yes,Allport Odbert - Column III,47675,"remote, aloof, or forbidding.",29,,,,,
unargumentative,1.80,1297,Norman - category 3; form 13,nope,yes,Allport Odbert - Column I,NA,not given to expressing divergent or opposite views.,51,,,,,
unartistic,2.60,1298,Norman - category 3; form 14,nope,yes,Allport Odbert - Column III,NA,having or revealing no natural creative skill.,45,,,,,
unashamed,NA,NA,dropped,nope,nope,Allport Odbert - Column II,52793,expressed or acting openly and without guilt or embarrassment.,62,,,,,
unaspiring,2.00,1299,Norman - category 3; form 11,nope,yes,Allport Odbert - Column I,NA,satisfied with one's possessions or position.,60,,,,,
unassertive,3.00,1300,Norman - category 1; form 12,nope,yes,Allport Odbert - Column I,87290,not having or showing a confident and forceful personality.,59,,,,,
unassisting,1.90,1301,Norman - category 3; form 13,nope,yes,Allport Odbert - Column I,NA,"not helpful, uncooperative.",32,,,,,
unassuming,4.20,1302,Norman - category 1; form 14,nope,yes,Allport Odbert - Column I,22922,without airs or pretensions; modest; reserved.,46,,,,,
unassured,2.30,1303,Norman - category 3; form 11,nope,yes,Allport Odbert - Column I,NA,lacking boldness or confidence.,45,,,,,
unattractive,NA,NA,NA,yes,nope,Allport Odbert - Column III,19843,"not pleasing or appealing, particularly to the eye.",67,,,,,
unauthoritative,1.80,1304,Norman - category 3; form 12,nope,yes,Allport Odbert - Column III,NA,not commanding and self-confident; unlikely to be respected and obeyed.,70,,,,,
unbalanced,NA,NA,dropped,nope,nope,Allport Odbert - Column III,25256,"very biased, unsound, or deranged, as the mind or judgment.",59,,,,,
unbashful,1.30,1305,Norman - category 3; form 14,nope,yes,Allport Odbert - Column I,NA,disposed to attempt to avoid notice through shyness or modesty; diffident; timid.,81,,,,,
unbelievable,NA,NA,dropped,nope,nope,Allport Odbert - Column III,7282,difficult to accept as true or real; extremely unlikely or beyond any reasonable expectation.,93,,,,,
unbelligerent,1.00,1306,Norman - category 3; form 11,nope,yes,Allport Odbert - Column I,NA,not hostile or aggressive.,25,,,,,
unbendable,2.50,1307,Norman - category 3; form 12,nope,yes,Allport Odbert - Column III,97476,not able to be changed or adapted.,34,,,,,
unbending,2.40,1308,Norman - category 1; form 13,nope,yes,Allport Odbert - Column I,54110,rigid or strict.,16,,,,,
unbenevolent,1.20,1309,Norman - category 3; form 11,nope,yes,Allport Odbert - Column I,NA,desiring or causing harm.,41,,,,,
unbewailing,1.00,1310,Norman - category 3; form 13,nope,yes,Allport Odbert - Column I,NA,"expressing no regret, disappointment, or bitterness (over something).",66,,,,,
unbiased,4.10,1311,Norman - category 3; form 14,nope,yes,Allport Odbert - Column I,23014,without prejudice or partiality.,32,,,,,
unbigoted,1.70,1312,Norman - category 3; form 11,nope,yes,Allport Odbert - Column I,NA,one who does not suffer from a prejudiced intolerance of the opinions of others.,80,,,,,
unblushing,1.30,1313,Norman - category 3; form 12,nope,yes,Allport Odbert - Column I,NA,"without shame, modesty, or apology.",35,,,,,
unboastful,1.50,1314,Norman - category 3; form 13,nope,yes,Allport Odbert - Column I,NA,"lacking pride and self-satisfaction in one's achievements, possessions, or abilities.",84,,,,,
unbold,1.00,1315,Norman - category 3; form 14,nope,yes,Allport Odbert - Column I,NA,lacking an ability to take risks; confident and courageous.,58,,,,,
unbookish,1.00,1316,Norman - category 3; form 11,nope,yes,Allport Odbert - Column I,NA,dislikes reading and studying rather than worldly interests.,59,,,,,
unbridled,2.40,1317,Norman - category 3; form 12,nope,yes,Allport Odbert - Column I,24707,not curbed or restrained.,25,,,,,
unbusinesslike,3.30,1318,Norman - category 3; form 13,nope,yes,Allport Odbert - Column I,NA,unsystematic and impractical.,29,,,,,
uncalculating,1.80,1319,Norman - category 3; form 14,nope,yes,Allport Odbert - Column I,NA,not planning or thinking out beforehand; spontaneous.,53,,,,,
uncandid,1.50,1320,Norman - category 3; form 11,nope,yes,Allport Odbert - Column I,NA,not openly honest and sincere in expression.,66,,,,,
uncareful,2.70,1321,Norman - category 3; form 13,nope,yes,Allport Odbert - Column I,NA,"failing to avoid potential danger, mishap, or harm.",78,,,,,
uncautious,1.90,1322,Norman - category 3; form 14,nope,yes,Allport Odbert - Column I,NA,not careful to avoid potential problems or dangers.,50,,,,,
unceremonious,1.80,1323,Norman - category 1; form 11,nope,yes,Allport Odbert - Column I,69385,without normal courtesy or consideration; abrupt or rude.,57,,,,,
uncertain,NA,NA,dropped,nope,nope,Allport Odbert - Column I,5308,"undecided, changeable, or unpredictable.",40,,,,,
unchangeable,3.90,1324,Norman - category 3; form 12,nope,yes,Allport Odbert - Column III,46605,not able to be altered; immutable.,45,,,,,
unchanging,2.90,1325,Norman - category 3; form 13,nope,yes,Allport Odbert - Column I,26254,remaining ever the same; unvarying.,35,,,,,
uncharitable,3.60,1326,Norman - category 1; form 14,nope,yes,Allport Odbert - Column I,56521,"lacking generosity, or kindness; severe; unforgiving.",62,,,,,
unchaste,1.50,1327,Norman - category 2; form 11,nope,yes,Allport Odbert - Column III,86774,"impure or immodest, especially in sexual conduct.",61,,,,,
uncheerful,2.00,1328,Norman - category 1; form 12,nope,yes,Allport Odbert - Column I,NA,not joyous; gloomy.,34,,,,,
uncheery,1.50,1329,Norman - category 3; form 13,nope,yes,Allport Odbert - Column I,NA,"gloomy, pessimistic.",32,,,,,
unchivalrous,2.20,1330,Norman - category 3; form 14,nope,yes,Allport Odbert - Column III,NA,"lacking in courtesy or gallantry, especially towards women.",55,,,,,
uncivil,3.10,1331,Norman - category 3; form 13,nope,yes,Allport Odbert - Column I,46638,lacking good manners or courtesy; impolite.,43,,,,,
uncivilized,4.60,1332,Norman - category 3; form 14,nope,yes,Allport Odbert - Column III,36430,barbarous or wild.,33,,,,,
unclear,NA,NA,dropped,nope,nope,Allport Odbert - Column III,6292,difficult to understand.,23,,,,,
uncollected,NA,NA,dropped,nope,nope,Allport Odbert - Column II,51482,lacking control of one's faculties; distracted.,50,,,,,
uncomfortable,NA,NA,NA,yes,nope,Allport Odbert - Column II,4308,physically relaxed and free from constraint.,36,,,,,
uncommunicative,3.00,1333,Norman - category 1; form 11,nope,yes,Allport Odbert - Column I,56090,"not inclined to talk or share information, thoughts, or reactions.",86,,,,,
uncompanionable,1.40,1334,Norman - category 3; form 12,nope,yes,Allport Odbert - Column III,NA,not friendly and sociable; unpleasant to spend time with.,25,,,,,
uncompassionate,2.30,1335,Norman - category 2; form 13,nope,yes,Allport Odbert - Column I,NA,lacking warmth or feeling for others.,40,,,,,
uncompetitive,2.20,1336,Norman - category 1; form 14,nope,yes,Allport Odbert - Column I,53235,characterized by a desire to avoid comparison.,51,,,,,
uncomplaining,2.00,1337,Norman - category 1; form 11,nope,yes,Allport Odbert - Column I,66829,resigned; not expressing dissatisfaction or annoyance.,26,,,,,
uncomplaisant,1.50,1338,Norman - category 3; form 12,nope,yes,Allport Odbert - Column I,NA,unwilling to please others; nonobliging; unagreeable.,52,,,,,
uncomplicated,NA,NA,dropped,nope,nope,Allport Odbert - Column III,25730,not difficult to understand or deal with; simple; straightforward.,66,,,,,
uncompromising,4.70,1339,Norman - category 1; form 13,nope,yes,Allport Odbert - Column I,22853,unwilling to make concessions; unyielding; inflexible.,54,,,,,
unconcealing,1.40,1340,Norman - category 3; form 14,nope,yes,Allport Odbert - Column I,NA,one who doesn't keep (something) secret; prevent from being known or noticed.,76,,,,,
unconciliatory,1.60,1341,Norman - category 3; form 11,nope,yes,Allport Odbert - Column I,NA,not intended or likely to placate or pacify.,43,,,,,
unconfident,2.10,1342,Norman - category 3; form 13,nope,yes,not included,NA,hesitant; not self-assured.,23,,,,,
unconfiding,2.20,1343,Norman - category 3; form 14,nope,yes,not included,NA,uncommunicative; not disclosing.,31,,,,,
unconformable,2.50,1344,Norman - category 3; form 1,nope,yes,Allport Odbert - Column I,NA,one who doesn't do what's expected.,45,,,,,
uncongenial,NA,NA,dropped,nope,nope,Allport Odbert - Column III,71464,not friendly or pleasant to be with.,36,,,,,
unconscientious,3.10,1345,Norman - category 1; form 12,nope,yes,Allport Odbert - Column I,NA,"one who doesn't do what is right, in terms of duty.",48,,,,,
unconstrainable,1.40,1346,Norman - category 3; form 13,nope,yes,Allport Odbert - Column III,NA,unable to be kept within certain limits.,41,,,,,
unconstrained,2.50,1347,Norman - category 2; form 14,nope,yes,Allport Odbert - Column I,39104,"not held back or constrained, wild.",34,,,,,
unconstructive,2.40,1348,Norman - category 3; form 11,nope,yes,Allport Odbert - Column I,NA,not serving to promote improvement or advancement.,50,,,,,
uncontainable,NA,NA,dropped,nope,nope,Allport Odbert - Column III,83328,"not able to be restrained, checked, or controlled (especially emotions).",72,,,,,
uncontradictable,1.40,1349,Norman - category 3; form 12,nope,yes,Allport Odbert - Column III,NA,not able to be countered or denied.,38,,,,,
uncontriving,1.40,1350,Norman - category 3; form 13,nope,yes,Allport Odbert - Column I,NA,"unclever, not able to bring about a situation.",45,,,,,
uncontrolled,3.50,1351,Norman - category 3; form 14,nope,yes,Allport Odbert - Column IV,19043,"acting without constraint, regulation, or opposition.",99,,,,,
unconventional,4.60,1352,Norman - category 1; form 11,nope,yes,Allport Odbert - Column I,13394,not conforming to the general rule or expectations.,51,,,,,
uncooperative,4.80,1353,Norman - category 1; form 12,nope,yes,not included,30300,"not willing to work with others or comply with external demands, especially reasonable demands.",95,,,,,
uncordial,1.90,1354,Norman - category 3; form 14,nope,yes,Allport Odbert - Column I,NA,lacking in friendly warmth.,40,,,,,
uncorrupted,NA,NA,dropped,nope,nope,Allport Odbert - Column IV,60982,"having integrity; not guilty of dishonest practices, as bribery.",64,,,,,
uncourteous,2.40,1355,Norman - category 3; form 11,nope,yes,Allport Odbert - Column I,NA,"not polite, respectful, or considerate in manner.",48,,,,,
uncourtly,1.10,1356,Norman - category 3; form 12,nope,yes,Allport Odbert - Column I,NA,not courteous or refined.,24,,,,,
uncouth,3.00,1357,Norman - category 1; form 13,nope,yes,Allport Odbert - Column III,47258,"lacking manners or refinement; rude, vulgar, or gauche.",55,,,,,
uncrafty,1.30,1358,Norman - category 3; form 14,nope,yes,Allport Odbert - Column I,NA,not scheming.,22,,,,,
uncreative,2.60,1359,Norman - category 1; form 11,nope,yes,not included,72041,not having or involving imagination or original ideas.,53,,,,,
uncritical,2.20,1360,Norman - category 1; form 12,nope,yes,Allport Odbert - Column I,31729,not discriminating or judgmental on the basis of standards.,86,,,,,
uncultivated,2.90,1361,Norman - category 3; form 14,nope,yes,Allport Odbert - Column IV,55894,not highly educated or socially adept.,38,,,,,
uncultured,3.20,1362,Norman - category 3; form 11,nope,yes,Allport Odbert - Column IV,62373,lacking refinement.,30,,,,,
uncunning,1.40,1363,Norman - category 3; form 12,nope,yes,Allport Odbert - Column III,NA,not crafty; unskilled in achieving one's ends by deceit or evasion.,21,,,,,
uncurbable,1.50,1364,Norman - category 3; form 13,nope,yes,Allport Odbert - Column III,NA,unable to be restrained.,23,,,,,
uncurious,1.40,1365,Norman - category 3; form 14,nope,yes,Allport Odbert - Column I,NA,disinterested in knowing or learning something.,62,,,,,
undaunted,NA,NA,dropped,nope,nope,Allport Odbert - Column II,25958,not discouraged or dismayed; resolute or fearless.,50,,,,,
undeceivable,1.70,1366,Norman - category 3; form 12,nope,yes,Allport Odbert - Column III,NA,"unable to be lied to, not gullible.",35,,,,,
undeceptive,1.60,1367,Norman - category 3; form 13,nope,yes,Allport Odbert - Column I,NA,not misleading or using fallacy or illusion.,41,,,,,
undefeatable,3.00,1368,Norman - category 3; form 14,nope,yes,Allport Odbert - Column III,NA,not able to be conquered.,36,,,,,
undelaying,1.30,1369,Norman - category 3; form 11,nope,yes,Allport Odbert - Column I,NA,not defering or putting off action.,32,,,,,
undeliberate,1.20,1370,Norman - category 3; form 12,nope,yes,Allport Odbert - Column I,NA,done unconsciously and unintentionally.,38,,,,,
undeliberative,1.00,1371,Norman - category 3; form 13,nope,yes,Allport Odbert - Column I,NA,not intended for consideration or discussion.,45,,,,,
undemanding,2.70,1372,Norman - category 1; form 14,nope,yes,not included,51397,not requiring others to meet standards.,42,,,,,
undemocratic,2.70,1373,Norman - category 1; form 11,nope,yes,Allport Odbert - Column III,28717,not favoring social equity.,46,,,,,
undemonstrative,2.10,1374,Norman - category 1; form 12,nope,yes,Allport Odbert - Column I,95127,"not tending to show one's feelings, affection, or the like; reserved.",69,,,,,
undependable,3.40,1375,Norman - category 1; form 13,nope,yes,Allport Odbert - Column III,67231,not trustworthy and reliable.,29,,,,,
